,date,district,market,commodity,unit,pricetype,currency,price,standardized_price
4122,2016-10-15,Kitui,Kitui,Beans,KG,Retail,KES,77.5,77.5
4123,2016-10-15,Marsabit,Marsabit,Maize,KG,Retail,KES,46.5,46.5
4124,2016-10-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,32.59,32.59
4125,2016-10-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,2857.5,31.75
4126,2016-10-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,2965.0,59.300000000000004
4127,2016-10-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3405.0,37.833333333333336
4128,2016-10-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,48.0,96.0
4129,2016-10-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,176.0,176.0
4130,2016-10-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,6055.0,67.27777777777779
4131,2016-10-15,Garissa,Garissa,Maize,KG,Retail,KES,55.0,55.0
4132,2016-10-15,Mandera,Mandera,Maize,KG,Retail,KES,63.0,63.0
4133,2016-10-15,Kisumu,Kisumu,Maize,KG,Wholesale,KES,34.99,34.99
4134,2016-10-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,3400.0,37.77777777777778
4135,2016-10-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,3543.75,70.875
4136,2016-10-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,3300.0,36.66666666666667
4137,2016-10-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,59.99,59.99
4138,2016-10-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,7200.0,80.0
4139,2016-10-15,Baringo,Marigat (Baringo),Maize,KG,Retail,KES,43.0,43.0
4140,2016-10-15,Baringo,Marigat (Baringo),Beans,KG,Retail,KES,98.0,98.0
4141,2016-10-15,Kajiado,Kajiado,Maize,KG,Retail,KES,46.0,46.0
4142,2016-10-15,Kajiado,Kajiado,Beans,KG,Retail,KES,92.0,92.0
4143,2016-10-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,27.69,27.69
4144,2016-10-15,Nakuru,Nakuru,Maize,90 KG,Wholesale,KES,2430.0,27.0
4145,2016-10-15,Nakuru,Nakuru,Potatoes,50 KG,Wholesale,KES,3350.0,67.0
4146,2016-10-15,Nakuru,Nakuru,Sorghum,90 KG,Wholesale,KES,3500.0,38.88888888888889
4147,2016-10-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,46.59,46.59
4148,2016-10-15,Nakuru,Nakuru,Beans,90 KG,Wholesale,KES,5000.0,55.55555555555556
4149,2016-10-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,73.0,73.0
4150,2016-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,KG,Wholesale,KES,27.99,27.99
4151,2016-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,2600.0,28.88888888888889
4152,2016-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,1523.0,30.46
4153,2016-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,4950.0,55.0
4154,2016-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,59.97,59.97
4155,2016-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,90 KG,Wholesale,KES,6862.5,76.25
4156,2016-11-15,Kilifi,Kilifi,Maize,KG,Retail,KES,42.0,42.0
4157,2016-11-15,Kilifi,Kilifi,Beans,KG,Retail,KES,92.0,92.0
4158,2016-11-15,Mombasa,Mombasa,Maize,KG,Wholesale,KES,33.28,33.28
4159,2016-11-15,Mombasa,Mombasa,Maize,90 KG,Wholesale,KES,3600.0,40.0
4160,2016-11-15,Mombasa,Mombasa,Beans,KG,Wholesale,KES,72.04,72.04
4161,2016-11-15,Mombasa,Mombasa,Beans,90 KG,Wholesale,KES,7200.0,80.0
4162,2016-11-15,Tana River,Hola (Tana River),Maize,KG,Retail,KES,50.0,50.0
4163,2016-11-15,Kitui,Kitui,Maize,KG,Retail,KES,35.0,35.0
4164,2016-11-15,Kitui,Kitui,Potatoes,50 KG,Wholesale,KES,3000.0,60.0
4165,2016-11-15,Kitui,Kitui,Sorghum,90 KG,Wholesale,KES,4500.0,50.0
4166,2016-11-15,Kitui,Kitui,Beans,KG,Retail,KES,77.5,77.5
4167,2016-11-15,Marsabit,Marsabit,Maize,KG,Retail,KES,45.8,45.8
4168,2016-11-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,32.0,32.0
4169,2016-11-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,2900.0,32.22222222222222
4170,2016-11-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,2740.0,54.800000000000004
4171,2016-11-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3560.0,39.55555555555556
4172,2016-11-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,48.0,96.0
4173,2016-11-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,175.0,175.0
4174,2016-11-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,6060.0,67.33333333333334
4175,2016-11-15,Garissa,Garissa,Maize,KG,Retail,KES,55.0,55.0
4176,2016-11-15,Mandera,Mandera,Maize,KG,Retail,KES,65.0,65.0
4177,2016-11-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,3000.0,33.333333333333336
4178,2016-11-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,2755.0,55.1
4179,2016-11-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
4180,2016-11-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,62.06,62.06
4181,2016-11-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,5933.0,65.92222222222223
4182,2016-11-15,Baringo,Marigat (Baringo),Maize,KG,Retail,KES,48.0,48.0
4183,2016-11-15,Baringo,Marigat (Baringo),Beans,KG,Retail,KES,123.0,123.0
4184,2016-11-15,Kajiado,Kajiado,Maize,KG,Retail,KES,48.0,48.0
4185,2016-11-15,Kajiado,Kajiado,Beans,KG,Retail,KES,94.0,94.0
4186,2016-11-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,27.73,27.73
4187,2016-11-15,Nakuru,Nakuru,Maize,90 KG,Wholesale,KES,2365.0,26.27777777777778
4188,2016-11-15,Nakuru,Nakuru,Potatoes,50 KG,Wholesale,KES,3500.0,70.0
4189,2016-11-15,Nakuru,Nakuru,Sorghum,90 KG,Wholesale,KES,3570.0,39.66666666666667
4190,2016-11-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,51.31,51.31
4191,2016-11-15,Nakuru,Nakuru,Beans,90 KG,Wholesale,KES,5000.0,55.55555555555556
4192,2016-11-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,74.0,74.0
4193,2016-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,2495.0,27.722222222222225
4194,2016-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,1750.0,35.0
4195,2016-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,4950.0,55.0
4196,2016-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,62.73,62.73
4197,2016-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,90 KG,Wholesale,KES,6750.0,75.0
4198,2016-12-15,Kilifi,Kilifi,Maize,KG,Retail,KES,43.0,43.0
4199,2016-12-15,Kilifi,Kilifi,Beans,KG,Retail,KES,96.0,96.0
4200,2016-12-15,Mombasa,Mombasa,Maize,KG,Wholesale,KES,33.02,33.02
4201,2016-12-15,Mombasa,Mombasa,Maize,90 KG,Wholesale,KES,3600.0,40.0
4202,2016-12-15,Mombasa,Mombasa,Beans,KG,Wholesale,KES,77.07,77.07
4203,2016-12-15,Mombasa,Mombasa,Beans,90 KG,Wholesale,KES,7200.0,80.0
4204,2016-12-15,Tana River,Hola (Tana River),Maize,KG,Retail,KES,50.0,50.0
4205,2016-12-15,Kitui,Kitui,Maize,KG,Retail,KES,35.0,35.0
4206,2016-12-15,Kitui,Kitui,Potatoes,50 KG,Wholesale,KES,3000.0,60.0
4207,2016-12-15,Kitui,Kitui,Sorghum,90 KG,Wholesale,KES,4500.0,50.0
4208,2016-12-15,Kitui,Kitui,Beans,KG,Retail,KES,76.5,76.5
4209,2016-12-15,Marsabit,Marsabit,Maize,KG,Retail,KES,45.5,45.5
4210,2016-12-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,31.8,31.8
4211,2016-12-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,2744.0,30.48888888888889
4212,2016-12-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,2589.0,51.78
4213,2016-12-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3700.0,41.111111111111114
4214,2016-12-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,49.0,98.0
4215,2016-12-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,172.0,172.0
4216,2016-12-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,5820.0,64.66666666666667
4217,2016-12-15,Garissa,Garissa,Maize,KG,Retail,KES,55.0,55.0
4218,2016-12-15,Mandera,Mandera,Maize,KG,Retail,KES,66.0,66.0
4219,2016-12-15,Kisumu,Kisumu,Maize,KG,Wholesale,KES,34.78,34.78
4220,2016-12-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,3000.0,33.333333333333336
4221,2016-12-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,2647.0,52.94
4222,2016-12-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
4223,2016-12-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,62.1,62.1
4224,2016-12-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,5990.0,66.55555555555556
4225,2016-12-15,Baringo,Marigat (Baringo),Maize,KG,Retail,KES,48.0,48.0
4226,2016-12-15,Baringo,Marigat (Baringo),Beans,KG,Retail,KES,106.0,106.0
4227,2016-12-15,Kajiado,Kajiado,Maize,KG,Retail,KES,48.0,48.0
4228,2016-12-15,Kajiado,Kajiado,Beans,KG,Retail,KES,94.0,94.0
4229,2016-12-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,29.81,29.81
4230,2016-12-15,Nakuru,Nakuru,Maize,90 KG,Wholesale,KES,2500.0,27.77777777777778
4231,2016-12-15,Nakuru,Nakuru,Potatoes,50 KG,Wholesale,KES,3150.0,63.0
4232,2016-12-15,Nakuru,Nakuru,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
4233,2016-12-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,59.62,59.62
4234,2016-12-15,Nakuru,Nakuru,Beans,90 KG,Wholesale,KES,5000.0,55.55555555555556
4235,2016-12-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,77.0,77.0
4236,2016-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,2650.0,29.444444444444446
4237,2016-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,1753.0,35.06
4238,2016-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,5175.0,57.5
4239,2016-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,69.7,69.7
4240,2016-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,90 KG,Wholesale,KES,6975.0,77.5
4241,2017-01-15,Kilifi,Kilifi,Maize,KG,Retail,KES,40.0,40.0
4242,2017-01-15,Kilifi,Kilifi,Beans,KG,Retail,KES,98.0,98.0
4243,2017-01-15,Mombasa,Mombasa,Maize,90 KG,Wholesale,KES,3135.0,34.833333333333336
4244,2017-01-15,Mombasa,Mombasa,Beans,KG,Wholesale,KES,81.29,81.29
4245,2017-01-15,Mombasa,Mombasa,Beans,90 KG,Wholesale,KES,6385.0,70.94444444444444
4246,2017-01-15,Tana River,Hola (Tana River),Maize,KG,Retail,KES,53.2,53.2
4247,2017-01-15,Kitui,Kitui,Maize,KG,Retail,KES,38.0,38.0
4248,2017-01-15,Kitui,Kitui,Potatoes,50 KG,Wholesale,KES,3000.0,60.0
4249,2017-01-15,Kitui,Kitui,Sorghum,90 KG,Wholesale,KES,4500.0,50.0
4250,2017-01-15,Kitui,Kitui,Beans,KG,Retail,KES,79.0,79.0
4251,2017-01-15,Marsabit,Marsabit,Maize,KG,Retail,KES,46.7,46.7
4252,2017-01-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,31.86,31.86
4253,2017-01-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,3042.0,33.800000000000004
4254,2017-01-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,2803.0,56.06
4255,2017-01-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3716.0,41.28888888888889
4256,2017-01-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,49.0,98.0
4257,2017-01-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,175.0,175.0
4258,2017-01-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,6031.2,67.01333333333334
4259,2017-01-15,Garissa,Garissa,Maize,KG,Retail,KES,55.0,55.0
4260,2017-01-15,Mandera,Mandera,Maize,KG,Retail,KES,66.0,66.0
4261,2017-01-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,3600.0,40.0
4262,2017-01-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,3274.0,65.48
4263,2017-01-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,3920.0,43.55555555555556
4264,2017-01-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,72.8,72.8
4265,2017-01-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,7920.0,88.0
4266,2017-01-15,Baringo,Marigat (Baringo),Maize,KG,Retail,KES,55.0,55.0
4267,2017-01-15,Baringo,Marigat (Baringo),Beans,KG,Retail,KES,108.0,108.0
4268,2017-01-15,Kajiado,Kajiado,Maize,KG,Retail,KES,48.0,48.0
4269,2017-01-15,Kajiado,Kajiado,Beans,KG,Retail,KES,91.0,91.0
4270,2017-01-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,35.93,35.93
4271,2017-01-15,Nakuru,Nakuru,Maize,90 KG,Wholesale,KES,2620.0,29.11111111111111
4272,2017-01-15,Nakuru,Nakuru,Potatoes,50 KG,Wholesale,KES,3356.0,67.12
4273,2017-01-15,Nakuru,Nakuru,Sorghum,90 KG,Wholesale,KES,3600.0,40.0
4274,2017-01-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,59.14,59.14
4275,2017-01-15,Nakuru,Nakuru,Beans,90 KG,Wholesale,KES,5000.0,55.55555555555556
4276,2017-01-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,87.0,87.0
4277,2017-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,KG,Wholesale,KES,31.77,31.77
4278,2017-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,2780.0,30.88888888888889
4279,2017-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,1766.0,35.32
4280,2017-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,5670.0,63.0
4281,2017-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,80.66,80.66
4282,2017-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,90 KG,Wholesale,KES,7380.0,82.0
4283,2017-02-15,Kilifi,Kilifi,Maize,KG,Retail,KES,48.0,48.0
4284,2017-02-15,Kilifi,Kilifi,Beans,KG,Retail,KES,100.0,100.0
4285,2017-02-15,Mombasa,Mombasa,Maize,KG,Wholesale,KES,40.92,40.92
4286,2017-02-15,Mombasa,Mombasa,Maize,90 KG,Wholesale,KES,3762.5,41.80555555555556
4287,2017-02-15,Mombasa,Mombasa,Beans,KG,Wholesale,KES,84.9,84.9
4288,2017-02-15,Mombasa,Mombasa,Beans,90 KG,Wholesale,KES,7155.0,79.5
4289,2017-02-15,Tana River,Hola (Tana River),Maize,KG,Retail,KES,54.5,54.5
4290,2017-02-15,Kitui,Kitui,Maize,KG,Retail,KES,48.0,48.0
4291,2017-02-15,Kitui,Kitui,Potatoes,50 KG,Wholesale,KES,3000.0,60.0
4292,2017-02-15,Kitui,Kitui,Sorghum,90 KG,Wholesale,KES,4875.0,54.16666666666667
4293,2017-02-15,Kitui,Kitui,Beans,KG,Retail,KES,86.0,86.0
4294,2017-02-15,Marsabit,Marsabit,Maize,KG,Retail,KES,47.0,47.0
4295,2017-02-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,40.52,40.52
4296,2017-02-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,3817.5,42.41666666666667
4297,2017-02-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,2893.75,57.875
4298,2017-02-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3735.0,41.5
4299,2017-02-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,50.0,100.0
4300,2017-02-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,180.0,180.0
4301,2017-02-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,6971.5,77.46111111111111
4302,2017-02-15,Garissa,Garissa,Maize,KG,Retail,KES,55.0,55.0
4303,2017-02-15,Mandera,Mandera,Maize,KG,Retail,KES,64.0,64.0
4304,2017-02-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,4205.0,46.72222222222222
4305,2017-02-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,3015.0,60.300000000000004
4306,2017-02-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,4360.0,48.44444444444444
4307,2017-02-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,75.53,75.53
4308,2017-02-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,8470.0,94.11111111111111
4309,2017-02-15,Baringo,Marigat (Baringo),Maize,KG,Retail,KES,52.0,52.0
4310,2017-02-15,Baringo,Marigat (Baringo),Beans,KG,Retail,KES,112.0,112.0
4311,2017-02-15,Kajiado,Kajiado,Maize,KG,Retail,KES,52.0,52.0
4312,2017-02-15,Kajiado,Kajiado,Beans,KG,Retail,KES,97.0,97.0
4313,2017-02-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,35.81,35.81
4314,2017-02-15,Nakuru,Nakuru,Maize,90 KG,Wholesale,KES,3110.0,34.55555555555556
4315,2017-02-15,Nakuru,Nakuru,Potatoes,50 KG,Wholesale,KES,3500.0,70.0
4316,2017-02-15,Nakuru,Nakuru,Sorghum,90 KG,Wholesale,KES,3800.0,42.22222222222222
4317,2017-02-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,64.36,64.36
4318,2017-02-15,Nakuru,Nakuru,Beans,90 KG,Wholesale,KES,5060.0,56.22222222222222
4319,2017-02-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,82.0,82.0
4320,2017-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,KG,Wholesale,KES,38.55,38.55
4321,2017-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,3150.0,35.0
4322,2017-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,1862.5,37.25
4323,2017-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,6750.0,75.0
4324,2017-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,82.23,82.23
4325,2017-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,90 KG,Wholesale,KES,8100.0,90.0
4326,2017-03-15,Kilifi,Kilifi,Maize,KG,Retail,KES,58.0,58.0
4327,2017-03-15,Kilifi,Kilifi,Beans,KG,Retail,KES,120.0,120.0
4328,2017-03-15,Mombasa,Mombasa,Maize,90 KG,Wholesale,KES,4000.0,44.44444444444444
4329,2017-03-15,Mombasa,Mombasa,Beans,KG,Wholesale,KES,100.03,100.03
4330,2017-03-15,Mombasa,Mombasa,Beans,90 KG,Wholesale,KES,7680.0,85.33333333333334
4331,2017-03-15,Tana River,Hola (Tana River),Maize,KG,Retail,KES,57.3,57.3
4332,2017-03-15,Kitui,Kitui,Maize,KG,Retail,KES,46.2,46.2
4333,2017-03-15,Kitui,Kitui,Potatoes,50 KG,Wholesale,KES,3933.33,78.6666
4334,2017-03-15,Kitui,Kitui,Sorghum,90 KG,Wholesale,KES,5175.0,57.5
4335,2017-03-15,Kitui,Kitui,Beans,KG,Retail,KES,91.2,91.2
4336,2017-03-15,Marsabit,Marsabit,Maize,KG,Retail,KES,46.6,46.6
4337,2017-03-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,44.99,44.99
4338,2017-03-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,3900.0,43.333333333333336
4339,2017-03-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,2872.0,57.44
4340,2017-03-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,3976.0,44.17777777777778
4341,2017-03-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,7024.0,78.04444444444445
4342,2017-03-15,Garissa,Garissa,Maize,KG,Retail,KES,59.0,59.0
4343,2017-03-15,Mandera,Mandera,Maize,KG,Retail,KES,68.6,68.6
4344,2017-03-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,4512.0,50.13333333333333
4345,2017-03-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,3040.0,60.800000000000004
4346,2017-03-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,4656.0,51.733333333333334
4347,2017-03-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,89.9,89.9
4348,2017-03-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,9616.0,106.84444444444445
4349,2017-03-15,Baringo,Marigat (Baringo),Maize,KG,Retail,KES,57.0,57.0
4350,2017-03-15,Baringo,Marigat (Baringo),Beans,KG,Retail,KES,114.0,114.0
4351,2017-03-15,Kajiado,Kajiado,Maize,KG,Retail,KES,54.4,54.4
4352,2017-03-15,Kajiado,Kajiado,Beans,KG,Retail,KES,91.1,91.1
4353,2017-03-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,46.55,46.55
4354,2017-03-15,Nakuru,Nakuru,Maize,90 KG,Wholesale,KES,3480.0,38.66666666666667
4355,2017-03-15,Nakuru,Nakuru,Potatoes,50 KG,Wholesale,KES,3380.0,67.6
4356,2017-03-15,Nakuru,Nakuru,Sorghum,90 KG,Wholesale,KES,3776.0,41.955555555555556
4357,2017-03-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,66.53,66.53
4358,2017-03-15,Nakuru,Nakuru,Beans,90 KG,Wholesale,KES,5320.0,59.111111111111114
4359,2017-03-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,90.7,90.7
4360,2017-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),Maize,90 KG,Wholesale,KES,3256.0,36.17777777777778
4361,2017-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),Potatoes,50 KG,Wholesale,KES,2064.0,41.28
4362,2017-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),Sorghum,90 KG,Wholesale,KES,6750.0,75.0
4363,2017-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,KG,Wholesale,KES,87.42,87.42
4364,2017-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),Beans,90 KG,Wholesale,KES,8640.0,96.0
4365,2017-04-15,Kilifi,Kilifi,Maize,KG,Retail,KES,60.0,60.0
4366,2017-04-15,Kilifi,Kilifi,Beans,KG,Retail,KES,117.3,117.3
4367,2017-04-15,Mombasa,Mombasa,Maize,KG,Wholesale,KES,50.34,50.34
4368,2017-04-15,Mombasa,Mombasa,Maize,90 KG,Wholesale,KES,4530.0,50.333333333333336
4369,2017-04-15,Mombasa,Mombasa,Beans,KG,Wholesale,KES,105.05,105.05
4370,2017-04-15,Mombasa,Mombasa,Beans,90 KG,Wholesale,KES,8200.0,91.11111111111111
4371,2017-04-15,Tana River,Hola (Tana River),Maize,KG,Retail,KES,56.1,56.1
4372,2017-04-15,Kitui,Kitui,Maize,KG,Retail,KES,54.0,54.0
4373,2017-04-15,Kitui,Kitui,Potatoes,50 KG,Wholesale,KES,4016.67,80.3334
4374,2017-04-15,Kitui,Kitui,Sorghum,90 KG,Wholesale,KES,6800.0,75.55555555555556
4375,2017-04-15,Kitui,Kitui,Beans,KG,Retail,KES,93.0,93.0
4376,2017-04-15,Marsabit,Marsabit,Maize,KG,Retail,KES,52.9,52.9
4377,2017-04-15,Nairobi,Nairobi,Maize,KG,Wholesale,KES,45.0,45.0
4378,2017-04-15,Nairobi,Nairobi,Maize,90 KG,Wholesale,KES,4500.0,50.0
4379,2017-04-15,Nairobi,Nairobi,Potatoes,50 KG,Wholesale,KES,3172.5,63.45
4380,2017-04-15,Nairobi,Nairobi,Sorghum,90 KG,Wholesale,KES,5027.5,55.861111111111114
4381,2017-04-15,Nairobi,Nairobi,Milk,500 ML,Retail,KES,55.0,110.0
4382,2017-04-15,Nairobi,Nairobi,Oil (vegetable),L,Retail,KES,190.0,190.0
4383,2017-04-15,Nairobi,Nairobi,Beans,90 KG,Wholesale,KES,7532.5,83.69444444444444
4384,2017-04-15,Garissa,Garissa,Maize,KG,Retail,KES,60.0,60.0
4385,2017-04-15,Mandera,Mandera,Maize,KG,Retail,KES,65.0,65.0
4386,2017-04-15,Kisumu,Kisumu,Maize,90 KG,Wholesale,KES,5100.0,56.66666666666667
4387,2017-04-15,Kisumu,Kisumu,Potatoes,50 KG,Wholesale,KES,3267.5,65.35
4388,2017-04-15,Kisumu,Kisumu,Sorghum,90 KG,Wholesale,KES,5100.0,56.66666666666667
4389,2017-04-15,Kisumu,Kisumu,Beans,KG,Wholesale,KES,90.0,90.0
4390,2017-04-15,Kisumu,Kisumu,Beans,90 KG,Wholesale,KES,10000.0,111.11111111111111
4391,2017-04-15,Baringo,Marigat (Baringo),Maize,KG,Retail,KES,62.0,62.0
4392,2017-04-15,Baringo,Marigat (Baringo),Beans,KG,Retail,KES,127.0,127.0
4393,2017-04-15,Kajiado,Kajiado,Maize,KG,Retail,KES,65.0,65.0
4394,2017-04-15,Kajiado,Kajiado,Beans,KG,Retail,KES,130.0,130.0
4395,2017-04-15,Nakuru,Nakuru,Maize,KG,Wholesale,KES,47.58,47.58
4396,2017-04-15,Nakuru,Nakuru,Maize,90 KG,Wholesale,KES,3960.0,44.0
4397,2017-04-15,Nakuru,Nakuru,Potatoes,50 KG,Wholesale,KES,2685.0,53.7
4398,2017-04-15,Nakuru,Nakuru,Sorghum,90 KG,Wholesale,KES,4900.0,54.44444444444445
4399,2017-04-15,Nakuru,Nakuru,Beans,KG,Wholesale,KES,70.1,70.1
4400,2017-04-15,Nakuru,Nakuru,Beans,90 KG,Wholesale,KES,7470.0,83.0
4401,2017-04-15,Turkana,Lodwar (Turkana),Maize,KG,Retail,KES,92.6,92.6
